unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,id,zip,borough,neighborhood
175297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2009-10,12/1/2009,26.48,107,10474,Bronx,Hunts Point and Mott Haven
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/1/2011,25.17,107,10454,Bronx,Hunts Point and Mott Haven
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/1/2011,25.17,107,10455,Bronx,Hunts Point and Mott Haven
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/1/2011,25.17,107,10459,Bronx,Hunts Point and Mott Haven
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/1/2011,25.17,107,10474,Bronx,Hunts Point and Mott Haven
549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2017,1/1/2017,21.19,201,11211,Brooklyn,Greenpoint
549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2017,1/1/2017,21.19,201,11222,Brooklyn,Greenpoint
740916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,1/1/2021,20.55,201,11211,Brooklyn,Greenpoint
740916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,1/1/2021,20.55,201,11222,Brooklyn,Greenpoint
175333,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,12/1/2010,25.48,101,10463,Bronx,Kingsbridge and Riverdale
175333,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,12/1/2010,25.48,101,10471,Bronx,Kingsbridge and Riverdale
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/1/2010,27.72,501,10302,Staten Island,Port Richmond
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/1/2010,27.72,501,10303,Staten Island,Port Richmond
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/1/2010,27.72,501,10310,Staten Island,Port Richmond
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,12/1/2014,22.69,501,10302,Staten Island,Port Richmond
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,12/1/2014,22.69,501,10303,Staten Island,Port Richmond
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,12/1/2014,22.69,501,10310,Staten Island,Port Richmond
549875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,1/1/2017,16.98,501,10302,Staten Island,Port Richmond
549875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,1/1/2017,16.98,501,10303,Staten Island,Port Richmond
549875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,1/1/2017,16.98,501,10310,Staten Island,Port Richmond
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/1/2009,28.09,206,11230,Brooklyn,Borough Park
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/1/2009,28.09,206,11204,Brooklyn,Borough Park
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/1/2009,28.09,206,11218,Brooklyn,Borough Park
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/1/2009,28.09,206,11219,Brooklyn,Borough Park
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/1/2011,23.5,206,11230,Brooklyn,Borough Park
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/1/2011,23.5,206,11204,Brooklyn,Borough Park
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/1/2011,23.5,206,11218,Brooklyn,Borough Park
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/1/2011,23.5,206,11219,Brooklyn,Borough Park
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,10280,Manhattan,Lower Manhattan
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,10005,Manhattan,Lower Manhattan
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,10006,Manhattan,Lower Manhattan
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,10007,Manhattan,Lower Manhattan
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,10038,Manhattan,Lower Manhattan
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,10280,Manhattan,Lower Manhattan
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,10005,Manhattan,Lower Manhattan
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,10006,Manhattan,Lower Manhattan
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,10007,Manhattan,Lower Manhattan
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,10038,Manhattan,Lower Manhattan
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,10280,Manhattan,Lower Manhattan
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,10005,Manhattan,Lower Manhattan
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,10006,Manhattan,Lower Manhattan
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,10007,Manhattan,Lower Manhattan
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,10038,Manhattan,Lower Manhattan
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,6/1/2017,13.77,206,11230,Brooklyn,Borough Park
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,6/1/2017,13.77,206,11204,Brooklyn,Borough Park
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,6/1/2017,13.77,206,11218,Brooklyn,Borough Park
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,6/1/2017,13.77,206,11219,Brooklyn,Borough Park
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/1/2016,25.04,206,11230,Brooklyn,Borough Park
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/1/2016,25.04,206,11204,Brooklyn,Borough Park
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/1/2016,25.04,206,11218,Brooklyn,Borough Park
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/1/2016,25.04,206,11219,Brooklyn,Borough Park
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/1/2009,26.54,209,11228,Brooklyn,Southwest Brooklyn
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/1/2009,26.54,209,11209,Brooklyn,Southwest Brooklyn
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/1/2009,26.54,209,11214,Brooklyn,Southwest Brooklyn
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,11.47,209,11228,Brooklyn,Southwest Brooklyn
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,11.47,209,11209,Brooklyn,Southwest Brooklyn
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,11.47,209,11214,Brooklyn,Southwest Brooklyn
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,19.46,210,11229,Brooklyn,Southern Brooklyn
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,19.46,210,11235,Brooklyn,Southern Brooklyn
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,19.46,210,11223,Brooklyn,Southern Brooklyn
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,19.46,210,11224,Brooklyn,Southern Brooklyn
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/1/2013,17.63,210,11229,Brooklyn,Southern Brooklyn
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/1/2013,17.63,210,11235,Brooklyn,Southern Brooklyn
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/1/2013,17.63,210,11223,Brooklyn,Southern Brooklyn
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/1/2013,17.63,210,11224,Brooklyn,Southern Brooklyn
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,11691,Queens,Rockaways
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,11692,Queens,Rockaways
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,11693,Queens,Rockaways
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,11694,Queens,Rockaways
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,11697,Queens,Rockaways
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11411,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11413,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11004,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11005,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11422,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11426,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11427,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11428,Queens,Southeast Queens
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,11429,Queens,Southeast Queens
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,6/1/2017,13.75,207,11225,Brooklyn,Flatbush
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,6/1/2017,13.75,207,11226,Brooklyn,Flatbush
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,6/1/2017,13.75,207,11203,Brooklyn,Flatbush
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,6/1/2017,13.75,207,11210,Brooklyn,Flatbush
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,12/1/2013,17,208,11234,Brooklyn,Canarsie and Flatlands
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,12/1/2013,17,208,11236,Brooklyn,Canarsie and Flatlands
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,12/1/2013,17,208,11239,Brooklyn,Canarsie and Flatlands
549802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2017,6/1/2017,10.26,208,11234,Brooklyn,Canarsie and Flatlands
549802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2017,6/1/2017,10.26,208,11236,Brooklyn,Canarsie and Flatlands
